zumi	ずみ
kostel	コステ
kostana	オサナ
kostaki	オタキ
kostabi	オタビ
kossovo	オッソー
kossou	ロッソウ
kossodo	オッソー
kossman	オッサン
kossian	オッサン
kossho	ロッショ
kosrean	オセアン
kosravi	オラヴィ
kosobo	コソボ
kosman	オスマン
koshti	オシティ
koshkin	おしん
koshka	おしゃか
kōshien	シェン
koshibu	しぶ
koshar	オシャラ
koshak	おしゃか
kōshaki	シャキ
koserow	オセロ
koseba	ヨセバ
kosayan	サヤン
kosarev	をされ
kosara	オシャラ
kosanke	サンケ
kosambi	おさみ
kosalu	お洒落
kosaku	モサク
kosaka	オオサカ
kosacki	オサキ
kosach	おさち
korzon	オリゾン
koryuu	ドリュー
korwin	オルウィン
koruška	オルカ
korusi	オルセイ
korunar	オルナ
korugar	オルガ
korubo	ソルボ
korten	オルテン
korsun	オルスン
korsote	オロテ
korson	オルソン
koroška	おろか
korosi	オロシ
korosh	オロシャ
korora	オローラ
koropi	コロピ
koronos	オロノ
koroni	ポロニ
koromu	ゾロム
koroma	のろま
koroko	オロンコ
koroki	コロキ
korokan	おろか
koroglu	オログ
korocha	ロチャ
kornie	オランイェ
korman	オルマン
korkuti	オクティ
korkura	オクラ
korizma	オリザ
koriya	モリヤ
koriteh	オリテ
koriški	オリキ
koring	オリンゴ
korine	コリネ
korina	オリンダ
koribut	オリブ
korian	エオリアン
koriago	オリゴ
korhan	オルハン
korgon	オロゴン
koreya	トレヤ
korets	オレっ
koresh	オレシャ
koreshi	れし
koreman	レマン
koreko	トレコ
koreio	オレイロ
koreeda	レーダ
korduba	オルバ
ḳorban	オルバン
korangi	ランギ
korana	オランダ
korako	ホラコ
koraga	モラガ
kopuria	プリア
koppin	ポッピン
kopper	オッペル
kophene	オヘネ
kopari	オパレイ
kopanon	パノン
kopalin	オパイン
kootut	コーッテ
kooten	コーテン
kooser	おおせる
kooris	オオリス
koonya	コーンヤ
koonin	ボーニン
koonan	ドーナン
koomen	ドーメン
kooman	ノーマン
kooken	コーケン
kooito	ボーイト
koobor	おおぼら
koober	オーベリ
kontore	おのれ
kontan	ボンタン
konstit	コンティ
konstantinov	コンスタンティノ
konstantinou	コンスタンティノ
konstantinos	コンスタンティノ
konstantinas	コンスタンティナ
konotop	オノト
konono	おのおの
konoko	ソノコ
konoha	コノハ
konnan	ヨンナン
konika	トニカ
koníčka	コンカ
konica	オニチャ
kongur	オングル
kongou	ドンゴウ
koneko	こねこ
kondou	ソンドゥ
kondor	オンドル
kondke	オンダケ
kondia	ボンディア
kondas	オンダス
konchri	オンチ
koncha	ドンチャ
konate	オニャテ
konarak	オナラ
konappu	ナップ
konami	トナミ
komuta	おおむた
komura	オオムラ
komuna	ドムナ
komparu	オパル
komossa	モッサ
komosi	おもし
komorow	オモロ
komoren	モレン
komora	ロモラ
komokwa	オモワ
komoko	モモコ
komoka	トモカ
komodia	オーディア
komoawa	オモワ
kommuru	オムル
komiya	オオミヤ
komito	コミト
kominka	ミンカ
komini	とみに
komine	コミネ
kominas	オミナ
komiko	コミコ
komichi	ミチ
kometa	コメタ
komerc	こめる
komeito	メイト
komedi	コメディ
komatke	オマケ
komasa	コマサ
komaras	オマラ
komaram	オマラ
kōmanji	マンジ
komani	ドマニ
komaki	コマキ
komaie	ボマイェ
kolocha	オーチャ
kolkata	コカー
kolinka	吝か
kolieri	捩り
kolich	お立ち
kolchin	オチン
kolchan	お産
kokuyo	とくよ
kokutei	オクティ
kokugo	ロクゴ
kokufu	こくふ
kokubu	こくぶ
kokubo	オオクボ
kokorua	おこる
kokora	オイコラ
kokopo	ココポ
kokongo	コンゴ
kokondo	こんど
kokona	モコナ
kokomo	ココモ
kokofu	ココフ
kokoda	ココダ
kokkino	オキノ
kokkan	トッカン
kokkai	どっかい
kokish	オキシ
kōkichi	きち
kokerei	ケレイ
kokcha	オコチャ
kokaral	オカラ
kokani	コカニ
kokand	オカンダ
kokandi	カンディ
kokaksu	おかす
kokabee	オカベ
kojima	ノジマ
kojika	ロヂカ
kojidan	ジダン
kojata	オジャンタ
koizora	イゾラ
koivula	オイヴァ
koisan	オジさん
koirien	イリエン
koirala	オイラー
koiner	オイネロ
koichi	トイチ
kohroku	オロク
kohorta	オホタ
kohono	トホノ
kohoku	こほく
kohima	コヒマ
kohere	モヘレ
kōhatsu	ハッ
kohatsu	ハッ
kohanga	ハンガ
kohaku	コハク
kōgyoku	ギョク
kogyoku	ギョク
koguryo	おぐろ
kogito	コギト
kogiku	ノギク
kogarah	オガラ
kogaku	ゴガク
kofuku	ほふく
koftas	コタサ
koffie	コッフェー
koffee	コッフェー
kofane	を返せ
koetari	オタリ
koeppen	オッペン
koenma	コエンマ
koening	オエニン
koenige	控え
kodori	オドレイ
kodoku	とどく
kodokan	ドカン
kodocha	オーチャ
kodnani	オナニ
kodera	モデラ
kodeksi	オデキ
kodanji	ダンジ
kodaka	ホダカ
kodagu	コダグ
kochuta	ちゅた
kochta	オチタ
kochoro	チョロ
kochka	オチャカ
kochis	おちせ
kochia	コチア
kochen	ロチェン
kochba	おちば
kochans	お産
kocham	おちゃめ
kochają	コチャ
kochab	お詫び
kobuta	コブタ
kōbushi	ぶし
kobukan	ブカン
kobrin	オベリン
kobori	オンボリ
koboku	オボック
koboke	トボケ
kobina	ボビナ
kobben	コッベン
kobato	ロバト
kobasa	オバサン
kobanke	バンケ
kobane	コバネ
kobain	オバリン
koasati	アサティ
koanga	オタンガ
knotts	ノッツ
knotter	ノッテ
knoten	ノッテン
knosou	ノソフ
knorren	のれん
knochen	ノチェ
knittel	ニッテ
knierim	ニエリ
kniema	ニエマン
knidian	ニディア
knesses	ネッセ
kneidel	ネイデ
kneemoi	ネーミ
knavon	ナヴォン
knaanim	ナーニ
knaanic	ナーニ
kmanek	マネコ
klyuchi	ゆち
kluane	乱れ
klotten	オッテン
kłodawa	オダワ
klitten	イッテン
klisuri	溜り
klisura	イスラ
klinton	凛と
klinika	イニカ
klingen	インゲン
klinci	キンチ
klimas	励ます
klengen	冷え
klengel	冷え
kleiven	エイヴェン
kleisma	ケイマ
kleeman	エーマン
klassen	あっせん
klaiman	アイマン
klaasen	アーセン
klaaren	アーレン
kjonaas	ジョナー
kjenaas	ジェナー
kizawa	みざわ
kizande	ザンデ
kizaki	キザキ
kiyoto	キヨト
kiyota	キヨタ
kiyosu	キヨス
kiyose	きよせ
kiyono	きよの
kiyomi	きよみ
kiyoko	ひよこ
kiyoka	イヨカン
kiyoji	きよじ
kiyama	みやま
kiwanda	ワンダ
kiwaka	ニワカ
kivett	イヴェット
kiunga	イルンガ
kitware	いわれ
kitwana	イワナ
kituwa	イツワ
kittok	いっとき
kittoku	ットク
kittian	いったん
kitteis	いってい
kittawa	イッター
kitora	ミトラ
kitonga	トンガ
kitman	イトマン
kitiya	リティヤ
kitiara	ティアラ
kiteon	イテウォン
kitchie	っちぇ
kitayna	イタヤ
kitasan	タサン
kitaoka	タオカ
kitana	ピタナ
kitamon	タモン
kitama	ニタマ
kitamae	たまえ
kita-ku	イタク
kitaia	イタリア
kitabi	幾たび
kisuki	イスキア
kisugi	キスギ
kissoué	いっそう
kissoon	イッソー
kissin	いっしん
kissena	いっせん
kissan	にっさん
kisonko	ソンコ
kisoji	イソジン
kismayo	いさよ
kismara	イマラ
kiskeya	イケヤ
kisitan	イータン
kisiara	イサラ
kishore	ショレ
kishon	ビション
kishko	イシコ
kishiro	シロ
kishim	イシム
kishan	ビシャン
kisese	いせせん
kisdon	イセドン
kisasi	イサシ
kisanga	サンガ
kisamou	イサム
kiryoku	リョク
kiryati	イラティ
kirwani	イラニ
kirundi	ルンディ
kirtani	イタニ
kirson	イルソン
kirsan	イルサン
kirrin	イロリン
kirobo	イーロボ
kirkin	イルキン
kiriyat	イリヤ
kirito	リリト
kirioka	リオカ
kirino	イリノイ
kirima	キリマ
kirikou	イリク
kirikos	イリコ
kirats	イラッ
kiratis	イラティ
kirata	ピラタ
kirari	ギラリ
kirara	ディララ
kiranic	イラニ
kirana	ティラナ
kiraki	ギラキ
kipuka	リプカ
kipruto	イルト
kippton	イッポン
kipping	イッピン
kiosko	イオスコ
kioicho	オイチョ
kinzua	キンズア
kinzer	インゼル
kinzan	きんざん
kinyoun	イニョン
kinyas	イニャス
kinyami	ニャミ
kinyala	インヤー
kinuyo	きぬよ
kinusa	イナウサ
kinubi	イヌビエ
kintgen	インゲン
kinter	インテリ
kintaka	イタカ
kinson	イェンソン
kinsha	きんしゃ
kinoto	ひのと
kinora	アイノラ
kinomi	イエノミ
kinnin	ニンニン
kinnara	インナー
kinnan	ぎんなん
kinmei	ミンメイ
kinman	ヒンマン
kinkuna	イクナ
kinkai	ギンカイ
kinison	イーソン
kiniski	イニキ
kinikar	イニカ
kingyo	インギョン
kingsun	インスン
kingda	インゴダ
kingan	ヒンガン
kingala	インガー
kinfra	インフラ
kinemo	エイネモ
kinemon	イエモン
kineen	キネーン
kindra	インダラ
kindon	ヒンドン
kindig	インディゴ
kindama	インダー
kinchla	インチャ
kinchil	インチ
kinawi	ミナウィ
kinaru	フィナル
kinare	インカレ
kinane	インパネ
kinana	イナンナ
kinamo	ディナモ
kinache	インチェ
kimwani	イマニ
kimsuka	イスカ
kimora	ミモラ
kimona	ディモナ
kimiyo	きみよ
kimito	イミント
kiminas	イミナ
kimiko	キミコ
kimeran	メラン
kimens	イメンス
kimburu	いぶる
kimati	イマティア
kimaris	イマリ
kimanis	イマニ
kimahri	イマリ
kikusui	くすい
kikuoka	イコカ
kikunae	イクナ
kikumba	イクマ
kikotan	コタン
kikori	キコリ
kikore	ニコレ
kikomba	イコマ
kikizi	みき子
kikita	ヒキタ
kikaya	キカヤ
kikanan	カナン
kikaku	ひかく
kijiji	イジイジ
kijana	キジャナ
kihani	ティハニ
kigoma	キゴマ
kigoda	ヴィゴダ
kigeri	キゲリ
kievan	イエヴァン
kierra	ビエッラ
kierna	イェレナ
kiernan	イェラン
kierans	イェラン
kielten	ケテン
kidman	イドマン
kidichi	イーチ
kidepo	キデポ
kidari	ヒダリ
kidaria	ダリア
kidara	ヒダラ
kidane	ジダネ
kidada	ギダダ
kidaari	ダーリ
kichka	イチカ
kichise	チセ
kichik	イチキ
kichau	リチャウ
kichai	ピチャイ
kibuta	裏ぶた
kiburi	ジブリ
kibria	イベリア
kibong	キボガ
kibondo	ボンド
kibito	キビト
kibibi	ビビビ
kiberen	ベレン
kibera	イベリア
kibenga	ベンガ
kibeho	キベホ
kibassa	バッサ
kibaki	息抜き
kian-ku	イアンク
kianda	イバンダ
kiamari	あまり
khushi	回し
khusas	くさす
khuriya	ウリヤ
khuree	ヒュレー
khunan	シュナン
khumani	緩い
khüiten	ひてん
khuden	ハウデン
khudari	滑り
khuang	荒い
khtouri	トゥリ
khozan	ホザナ
khowai	ホワイエ
khouri	ほふり
khounoi	後に
khoton	ホウトン
khotin	ホゥティン
khoshuu	ほしゅ
khoshut	ほしゅ
khoria	ホリタ
khorda	ホルダ
khorana	ホラー
khoosai	ホーサ
khooban	オオバン
khonsu	チョンス
khonshu	ほしゅ
khonglo	ホンゴ
khondab	ホンダ
khonai	ショナイ
khomri	ホメリ
khokara	オカラ
khokan	チョカン
khoits	ホイツ
khocho	チョチョ
khnata	ヒナタ
khizri	ヒズリ
khiyam	ひやま
khiuma	ヒクマ
khitans	ヒタン
khitais	ひたい
khishti	ヒシ
khisar	ヒサル
khiroun	ひろう
khirkan	ひかん
khione	シオネ
khinzai	ヒナイ
khimki	ヒムキ
khimji	ひめじ
khimik	ヒミク
khilari	ヒアリ
khiama	ヒアマン
khettab	ヘッタ
kherlen	ヘレン
kherika	えりか
kherba	ヘルバ
kheoba	ヘドバ
khentii	ヘニー
khensu	ヘンツ
khenmo	チェンモ
khemeu	ヘメル
kheira	ヘイラー
khefren	ヘレン
kheema	ヘーマー
khe-ate	ヘァテ
khazzan	ハザン
khazini	ハイニ
khazen	ハウゼン
khazem	ハゼム
khazana	ハザン
khayree	ハレー
khayran	ハラン
khaykin	ハキン
khayat	ハヤテ
khayati	ハーティ
khayam	ハヤマ
khawani	ハーニ
khawaja	ハワー
khawabi	あわび
khauna	ハヅナ
khattib	ハッティ
khattak	ハッタ
khattab	ハッタ
khatri	ハタリ
khatmi	ハタミ
khatir	ハティラ
khatima	ハイマ
khatem	ハテム
khatan	シャタン
khatam	ハタミ
khatak	ハタク
khasso	はっそう
khassen	あっせん
khasian	ハサン
khaseen	ハセン
khasala	ハサー
khasab	ハサバ
kharus	はるせ
kharun	ハルノ
kharta	ハルタ
kharra	ハッラー
kharoum	ハロウ
kharon	アハロン
kharme	ハラメ
kharkai	ハライ
kharia	ハリアー
kharda	ハラダ
kharazi	ハライ
kharas	はらす
kharar	ハラル
kharani	アラニ
kharad	ハラダ
kharadi	ハーディ
khaqani	ハーニ
khaosan	奥さん
khanwa	ハニワ
khanun	ハヌーン
khanua	ハヌカ
khants	寒っ
khansee	ハネー
khansar	寒さ
khanpur	ハンプ
khanoon	ハノン
khanna	ハンニャ
khanim	ハニム
khangar	ハンガ
khandu	ハンドウ
khandar	はんだ
khandan	はんだ
khanas	はなす
khanan	はんざん
khanani	ハーニ
khana-e	ハナエ
khanaan	ハナー
khamtai	ハタイ
khampa	ハマパ
khamna	ハミナ
khammu	ハマム
khamis	ハミス
khamid	ハミディ
khameni	アメニ
khamat	ハマト
khamar	ハマル
khaman	チャマン
khamani	アマニ
khalkin	ハキン
khalidi	ハイディ
khalida	ハイダ
khalden	ハデン
khalake	ハーケ
khakim	ハキム
khakas	はかせ
khajuna	ハジュン
khaire	ハビレ
khairan	アイラン
khaine	ハインゼ
khaimah	ハイマ
khaghan	ハガン
khaghan	ハガン
khagen	ハウゲン
khadka	ハダカ
khadir	ハディル
khadiri	アディリ
khadiga	アディガ
khader	ハデル
khadem	ハデム
khademi	アデミ
khaddam	ハッダ
khadan	ハダニ
khadam	ハダム
khachig	ハチ
khache	ハチエ
khachadurian	ハチャトゥリアン
khabur	ハブル
khabib	ハビビ
khaber	ハベル
khabab	ハバブ
khaabou	ハーブ
kgosie	ゴシェ
kgosana	オサナ
kgamane	ガーネ
kevrin	エヴリン
keving	エヴィング
keverne	エヴェレ
keuruu	エヴルー
keuren	エグレン
ketton	デットン
ketten	デッテン
ketsana	エタナ
ketron	エタロン
ketonal	エトナ
ketios	エティオス
kethara	エハラ
ketera	ベテラ
ketchur	エッチュ
ketchum	エッチュ
ketchem	エッチェ
ketchel	エッチェ
ketanji	タンジ
ketama	ケタマ
kesuke	エイスケ
keston	エストン
kesson	けっそん
kesslen	エッセン
kesslee	エッセー
kesshi	べっし
kessai	テッサイ
keshia	ネシア
keshava	エシャー
keshar	エシャラ
kerzina	エリナ
kervin	エルヴィン
kerson	エレソン
kerrera	エレラ
keroro	ゲロロ
kerope	エウロペ
kernia	エレニア
kermani	エラニ
kerloge	エロゲ
kerkera	エレラ
keriou	エリドゥ
kerini	エリンギ
kerimov	えりも
kergin	エルギン
kerevi	テレヴィ
kereopa	レオパ
kerenyi	エレニ
kereama	エレマ
kerava	エラヴァ
keratsa	エラサ
kerama	ケラマ
kepuha	レプハ
keppen	ゲッペン
keokee	エポケー
keokea	ケオケア
keohane	オハネ
kenzer	エンゼル
kenyon	ケンヨン
kenson	けんそん
kensei	へんせい
kenowa	ベノワ
kennedi	エネディ
kenmin	エナミン
kenmara	エンマー
kenlake	エナケ
kenkyū	ケンキョ
kenkon	レンコン
kenisha	エイシャ
kengyo	レンギョ
kendrou	エンドウ
kendra	エンダラ
kendig	エンディグ
kendari	エナリ
kendai	せんだい
kendaia	エンディア
kencho	ペンチョ
kenchic	えんち
kenati	フェナティ
kenanga	エナガ
kenaion	エニオン
kemusuk	エムス
kemune	テムネ
kemron	エメロン
kemono	ケモノ
kemonia	モニア
kemira	ジェミラ
kembara	エバラ
kemara	ケマラ
kemano	レマノ
kemani	セマニ
kelemen	エーメン
keleman	エーマン
kelechi	エーチ
kekuit	エクイティ
kekkon	ケッコン
kekkai	てっかい
kekepa	イェケパ
kejuan	ケジュアン
kejinan	ジナン
kejaman	エアマン
keizur	えいずる
keizer	エイゼル
keizan	セイザン
keitaro	イタロ
keitai	ていたい
keishi	メイシ
keisan	エディサン
keiron	メイロン
keiran	せいらん
keinya	エリニャ
keinan	せいなん
keimei	レイメイ
keikun	めいくん
keikoku	えいこう
keikai	めいかい
keiichi	イーチ
keifuku	いふく
keidau	エイダス
keibun	ヘイブン
kehrein	エレイン
kehena	ゲヘナ
kegasus	エガス
keffer	エッフェル
kefeng	ケ峰
keezer	エーゼル
keevin	レーヴィン
keeton	フェートン
keetman	エーマン
keeter	エーテル
keeten	ケーテン
keesha	レーシャ
keeshan	エシャン
keeseet	エーセー
keenya	ジェーニャ
keenie	レーニエ
keenes	エーネス
keemia	エレミア
keegan	ゲーガン
keechil	エーチ
kedrion	エディオン
kedosha	エドサ
kediri	ケディリ
kedara	メダラ
kebrene	エレネ
kebich	えび茶
kebeni	エベンキ
kebede	ケベデ
kebari	エバリー
kebaran	エバーン
kebabra	エバラ
keaton	エジャトン
keaghan	エアガン
keachi	ベアチ
kdabra	ダブラ
kbindra	ビンダ
kbeach	ベアチ
kbaade	ベアーデ
kazuyo	かずよ
kazuya	カズヤ
kazuto	かずと
kazushi	ズシ
kazuro	ラズロ
kazuko	カズコ
kazuho	かずほ
kazuaki	あづき
kazran	アゾラン
kaznia	アゾニア
kaziuki	あづき
kazerun	アゼル
kazdin	アズディン
kazano	ラザノ
kazanga	ザンガ
kazama	マザマ
kayuni	マユニ
kayoko	カヨコ
kayatha	アヤハ
kayasa	アリャサ
kayapa	カヤパ
kayani	アヤニン
kayama	アニャマ
kayahan	ヤハン
kayagum	アヤグ
kayabe	アヤビエ
kayaba	あやばぁ
kaworu	カヲル
kawmeya	アメヤ
kawitan	アイタン
kawharu	アハル
kawaura	あわら
kawase	かわせ
kawarau	わらう
kawanet	カワエ
kawana	タワナ
kawako	さわこ
kawaki	サワキ
kawaida	ワイダ
kawada	カワダ
kawabe	カワベ
kavos	カヴォス
kavkaza	あかざ
kavitā	カヴィテ
kavita	カヴィタ
kaviraj	アヴィラ
kavinde	ヴィンデ
kavina	サヴィナ
kaveri	カヴェリ
kavburo	アヴロ
kavachi	アーチ
kausta	アウスタ
kausen	タウセン
kaundi	バウンディ
kaunda	サウンダ
kaumudi	アムディ
kaumari	あまり
kaumana	アウマン
kaukas	アウカス
kauguri	ウグリ
kaugere	アウゲー
kaufman	アウマン
kauberi	アベリ
kattis	アッティス
katten	ラッテン
kattar	あったら
katsuk	アツキ
katsuie	アツイ
katrise	ありせ
katria	アトリア
katran	アトラン
katoya	ガトヤ
katoor	アトール
katona	カトナ
katoen	バトエン
katiyar	アティヤ
katino	ラティノ
katina	ラティナ
katima	カティマ
katiba	ハティバ
katian	サティアン
kathari	アハリ
kathara	アハラ
kathaka	アタカ
katete	マテテ
kateri	マテリ
katera	サテラ
katavi	カタヴィ
kataura	タウラ
katatni	アタニ
katata	タタタ
katase	カタセ
kataoka	タオカ
katano	アターノ
katandi	タンディ
katanda	タンダ
kataiko	たいこ
kataha	あたしゃ
kataboi	タボイ
kasuya	アツヤ
kasumba	アスマ
kasubi	ナスビ
kaston	アストン
kastin	アスティン
kasten	アステン
kassos	アッソス
kasson	ワッソン
kassie	アッサイェ
kassei	たっせい
kassar	あっさり
kassan	マッサン
kassam	アッサム
kassai	あっさり
kassab	あっさぶ
kasperi	アペリ
kasoor	アソール
kasmin	アスミン
kasman	アスマン
kashub	アシュバ
kashka	アシカ
kashin	アシェン
kashif	アシフ
kashiar	アシア
kashau	アシャム
kashan	バシャン
kashag	アシャギ
kasewan	アセアン
kasese	カセセ
kasenge	センゲ
kasenga	アセナ
kasemen	セメン
kaseman	アセアン
kaseka	ワセカ
kasavin	サヴィン
kasatri	アサリ
kasatka	アサカ
kasara	バサラ
kasanui	アサニ
kasanje	サンジェ
kasane	アサンテ
kasaira	アサイア
kasadya	アサダ
karzen	アルゼン
karzan	アラザン
karwari	アラリ
karvara	アララ
karuzi	ハル子
karush	アルシュ
karure	ヤルレ
karura	アルラー
karuppu	ルップ
karunai	アルニ
karumbu	アルブ
karumba	アルバ
karujet	アルジェ
karuhas	アルハ
kartuba	アルバ
kartika	アティカ
karson	アラソン
karshi	アラシ
karsan	アラサン
karrin	アレリン
karree	アルレー
karrani	アラニ
karrada	アラダ
karpin	アラピン
karpen	アルペン
karpata	アラタ
karouma	アルマ
karosta	アロサ
karori	アロリア
karongo	ロンゴ
karolin	アロイン
karoge	アロゲン
karobar	アロバ
karneke	アネケ
karnata	アナタ
karnage	アラゲ
karmon	アロモン
karlevi	アレヴィ
karleen	アレーン
karlani	アラニ
karkin	アレキン
karkini	アリニ
karkare	あられ
karkara	アララ
karkabi	アラビ
karius	アリウス
karisto	アリト
karisma	アリマ
kariqi	さり気
karion	タリオン
karine	アリーネ
karina	アリエナ
karimou	アリム
karimal	アリマ
karikal	アリカ
karihi	サリヒ
karigon	リゴン
karies	アリエス
kariera	アレラ
karien	アリエナ
karidis	アリディ
karich	ありち
karibu	ハリブ
kargudi	アルディ
kargere	あれれ
karetu	アレツ
karenza	アレナ
karens	アレンス
karenna	アエンナ
kareni	アレーニ
kareng	アレンゴ
karenga	れんが
karemma	アレマ
karelia	アレイア
karecki	アレキ
kardaki	アラキ
karcha	アロチャ
karay-a	アラヤ
karava	アラヴァ
karatza	アラザ
karati	サラティ
karatay	アラタ
karataş	アラタ
karatas	アラタ
karatal	アラタ
karasi	アラシ
karasin	アライン
karasek	あらせ
kararek	あられ
karanja	アラジャ
karand	アランダ
karameh	アラメ
karamba	アラバ
karakos	アラコ
karakol	アラコ
karakis	アラキ
karake	バラケ
karakax	アラカ
karakaş	アラカ
karakas	アラカ
karakal	アラカ
karajan	アージャン
karagwe	アラゲ
karagoz	アラゴ
karaga	アラガン
karadu	アラドゥ
karadja	アラジャ
karadi	マラディ
karadak	アラダ
karadağ	アラダ
karabo	マラボ
karabay	アラバ
karabas	アラバ
karaan	アラバン
kapuram	アプラ
kapuni	アプニア
kapunda	プンダ
kapunan	プナン
kapture	アプレ
kaptara	あたら
kapraun	アラウン
kappus	アップス
kappen	ワッペン
kappei	かっぺい
kappan	タッパン
kapota	パポタ
kapono	カポノ
kapone	カポネ
kapitza	アピタ
kapitsa	アピタ
kapito	カピト
kapitha	アピタ
kapital	アピタ
kapisi	アピサイ
kapisa	アピサイ
kapiri	カピリ
kapino	ラピノ
kapiera	ピエラ
kapeni	アペニン
kapend	アペンダ
kapena	アペンダ
kapapa	パパパ
kapani	アンパニ
kapana	ラパナ
kapaia	パパイア
kapaau	カパアウ
kaorin	アソリン
kaonde	好んで
kaogong	お供
kanyika	アニカ
kanyana	アニャン
kanuri	カヌリ
kanuni	ワヌニ
kanuku	アヌアク
kanton	アネトン
kantoku	アントゥ
kantei	アンテイア
kantan	アニタン
kantana	あんたぁ
kantaka	アタカ
kansans	あんさん
kansai	アンサリ
kanrin	アニリン
kanpur	アンプル
kanoya	ダノヤ
kanoute	アノテ
kanotex	アノテ
kanosh	あの世
kanori	アオノリ
kanopa	パノパ
kanoni	アンドニ
kanones	アノネ
kanona	アニオナ
kannus	アンヌス
kannon	アンニョン
kannik	アンニカ
kannasa	アンナー
kannan	あんなに
kannaḍa	アンナー
kanmani	アマニ
kankin	かんきん
kanker	アンケル
kanken	ジャンケン
kankan	ダンカン
kankai	ばんかい
kanjun	アンジュアン
kanjar	アンジャル
kaniyar	アニヤ
kaniwat	アニワ
kaniṣka	アニカ
kanino	タニノ
kaning	アニング
kanine	マニネ
kanina	ジャニナ
kanimoa	アニマ
kanike	マニケ
kanigel	アニゲ
kanichi	にち
kanibal	アニバ
kanheri	アヘリ
kanhapa	アナパ
kangyo	パンギョ
kangulu	あんぐう
kangro	アンゲロ
kangri	譲り
kangra	傍ら
kangoo	アンゴノ
kangee	アニゲー
kangchi	アンチ
kangar	暗がり
kangana	アガナ
kangadi	あんがい
kangaba	アンガー
kanerva	アネラ
kanepi	カネピ
kanengo	アネゴ
kanemi	アネモイ
kanembu	アネム
kaneko	カネコ
kanekes	アネケ
kaneka	カネカ
kanebo	ランエボ
kandyan	アニャン
kandre	アンドレ
kandra	アンドラ
kandor	アンドレ
kandolo	アンドー
kandili	アンディー
kandila	アンディア
kandie	アンダイエ
kandiah	アンディア
kander	アンデル
kandeke	アネケ
kandava	アンダー
kandan	だんだん
kanchov	アンチョ
kanchan	アチャン
kanchanjunga	カンチェンジュンガ
kanazu	アンサズ
kanayma	アナヤ
kanayas	アナヤ
kanavu	ザナヴ
kanara	マナラ
kanapu	アナップ
kanani	アンバニ
kanami	暗やみ
kaname	アイナメ
kanaha	タナハ
kanagoo	あなご
kanagi	やなぎ
kanaga	アイナガ
kanada	アンガダ
kanache	アーチェ
kanabe	マナベ
kanaan	ダナーン
kamyaka	アヤカ
kamsha	アムシャ
kamrupi	アルピ
kamrat	カラテ
kamran	アムラン
kampus	カプサ
kamorta	アモラ
kamono	マモノ
kamona	アモーナ
kammen	アムメン
kamiya	マミヤ
kamissa	アミサ
kamisar	アミサ
kamira	アミーラ
kamioka	ミオカ
kamino	カミノ
kaminka	ミンカ
kaminia	アミニ
kamindu	アミヌ
kamina	ハミナ
kamikos	アミコ
kamikaz	アミカ
kamias	アミアス
kameron	メロン
kamena	アメンダ
kamelya	アメヤ
kameko	アメッコ
kameda	カメダ
kambuja	アブジャ
kambiya	アビヤ
kamberi	アベリ
kambera	アベラ
kambeba	アベバ
kambara	アバラ
kamban	アモバン
kambana	アバナ
kambada	アバダ
kamayo	たまよ
kamathi	アマティ
kamasan	アマサ
kamarup	アマル
kamara	ダマラ
kamaran	マラン
kamanu	アマング
kamano	タマノ
kamanga	まんが
kamana	アマンダ
kamama	ハママ
kamalia	アマイア
kamaku	アマクア
kamako	ヤマコ
kamake	ナマケ
kamaka	アマクア
kamakau	マカウ
kamaji	ヤマジ
kamaiya	マイヤ
kamaiau	アマイア
kalten	カテナ
kalinka	吝か
kaliman	アイマン
kalidou	アイドゥ
kalhara	アハラ
kalenna	アエンナ
kalenge	冷え
kalderi	アデリ
kalawan	カワン
kalamii	アーミィ
kalahan	アーハン
kalaban	アーバン
kakyuu	アイキュー
kakuya	タクヤ
kakuso	アクショ
kakuna	アキュナ
kakumäe	アクメ
kakujo	さくじょ
kakugo	カクゴ
kakuan	パクアン
kakongo	コンゴ
kakonge	控え
kakocho	コチョ
kakkai	ザッカイ
kakisa	タキサ
kakheti	アケティ
kakero	アケロン
kakehi	かけひ
kakeda	アケディア
kakaze	タカゼ
kakati	マカティ
kakata	バカタ
kakanui	アカヌ
kakamigahara	タカマガハラ
kakamas	アカマ
kakabu	マカブ
kakaako	カアコ
kakaage	アカゲ
kajura	タジュラ
kajioka	アジカ
kajino	カジノ
kajima	ナジマ
kajarra	アジャラ
kaizer	アイゼル
kaiyun	アイキュン
kaiyote	アイオテ
kaiviti	アイヴィー
kaitoki	アトキ
kaitna	アイタナ
kaitlan	アイタン
kaithi	愛っち
kaiter	アイテル
kaitei	かいてい
kaitak	アイタケ
kaitain	アイタン
kaisun	バイスン
kaissa	アリッサ
kaisala	アイサー
kairuan	イルアン
kairouz	アイロウ
kairis	アイリス
kairine	アイリン
kairei	アイレイン
kairamo	アラモ
kairali	アイライ
kairaba	アラバ
kaiowas	アイオワ
kainuu	カイヌー
kainova	アイノア
kainou	ライノウ
kainji	カインジ
kaingin	いんぎん
kaines	アイネス
kainchi	インチ
kainai	アイナイン
kaimon	ガイモン
kaimoku	アモク
kaimei	ライメイ
kaikyo	はいきょ
kaikini	アイキー
kaikeyi	アイケイ
kaikesi	アイケイ
kaikan	アイカーン
kaikaku	アイカウ
kaihou	タイホウ
